what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412522986356
started,bundle,com.nubean.xmlespresso,8.0.0.201206142237,"com.nubean.xmlespresso",1412522996388
error,log,,,"Parse schema error",1412522997279
opened,editor,com.nubean.xmlespresso,8.0.0.201206142237,"com.nubean.xmlespresso.xmleditor",1412522998342
started,bundle,org.jboss.tools.jst.jsp,3.2.1.v20111025-0510-H215-Final,"org.jboss.tools.jst.jsp",1412522998357
started,bundle,org.jboss.tools.common.text.ext,3.2.1.v20111025-0439-H174-Final,"org.jboss.tools.common.text.ext",1412522998357
activated,editor,com.nubean.xmlespresso,8.0.0.201206142237,"com.nubean.xmlespresso.xmleditor",1412522998420
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1412523019268
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1412523023138
started,bundle,org.eclipse.wst.xml.ui,1.1.103.v201101122108,"org.eclipse.wst.xml.ui",1412523026280
started,bundle,org.jboss.tools.common.text.xml,3.2.1.v20111025-0439-H174-Final,"org.jboss.tools.common.text.xml",1412523026295
started,bundle,org.jboss.tools.common.gef,3.1.0.v20111025-0439-H174-Final,"org.jboss.tools.common.gef",1412523026358
started,bundle,org.eclipse.gef,3.6.2.v20110110-2020,"org.eclipse.gef",1412523026358
started,bundle,org.jboss.tools.jst.web.tiles.ui,3.2.1.v20111025-0510-H215-Final,"org.jboss.tools.jst.web.tiles.ui",1412523026358
started,bundle,org.jboss.tools.seam.ui.pages,3.2.1.v20111027-1359-H303-Final,"org.jboss.tools.seam.ui.pages",1412523026374
started,bundle,org.jboss.ide.eclipse.as.ui.mbeans,2.1.0.v20111110-1751-H262-Final,"org.jboss.ide.eclipse.as.ui.mbeans",1412523026561
started,bundle,org.hibernate.eclipse.mapper,3.4.1.v20111025-0625-H210-Final,"org.hibernate.eclipse.mapper",1412523026561
started,bundle,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.ui",1412523026749
started,bundle,org.eclipse.wst.dtd.ui,1.0.500.v201004290328,"org.eclipse.wst.dtd.ui",1412523026858
started,bundle,org.eclipse.wst.xsl.ui,1.1.1.v201009091745,"org.eclipse.wst.xsl.ui",1412523026936
opened,editor,org.jboss.tools.common.model.ui,3.2.1.v20111025-0439-H174-Final,"org.jboss.tools.common.model.ui.editor.EditorPartWrapper",1412523026983
activated,editor,org.jboss.tools.common.model.ui,3.2.1.v20111025-0439-H174-Final,"org.jboss.tools.common.model.ui.editor.EditorPartWrapper",1412523027358
closed,editor,com.nubean.xmlespresso,8.0.0.201206142237,"com.nubean.xmlespresso.xmleditor",1412523028620
started,bundle,org.eclipse.pde.launching,3.6.0.v20100601,"org.eclipse.pde.launching",1412523043779
started,bundle,org.eclipse.ui.views.log,1.0.100.v20110210_r362,"org.eclipse.ui.views.log",1412523043779
started,bundle,org.eclipse.pde.ui,3.6.1.v20110210_r362,"org.eclipse.pde.ui",1412523043779
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412523043811
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412523045154
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412523048624
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412523069174
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412523071221
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412523106895
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412523112320
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412523122957
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.navigator"".",1412523132104
error,log,,,"An exception occurred invoking extension: org.eclipse.jst.jee.ui.web for object P/com.sample",1412523132104
